CLASS	0	igObject	-
FIELD	igMetaFunctionPairList	4	_memPoolIndex	4	igObject
FIELD	igMetaFunctionPairList	5	_count	8	igDataList
FIELD	igMetaFunctionPairList	6	_capacity	12	igDataList
FIELD	igMetaFunctionPairList	7	_data	16	igMetaFunctionPairList
CLASS	24	igSemaphore	igNamedObject
FIELD	igSemaphore	0	_refAndProperties	4	igObject
FIELD	igSemaphore	1	_refCount	4	igObject
FIELD	igSemaphore	2	_externalMemory	4	igObject
FIELD	igSemaphore	3	_readOnly	4	igObject
FIELD	igSemaphore	4	_memPoolIndex	4	igObject
FIELD	igSemaphore	5	_name	8	igSemaphore
CLASS	25	igWin32Semaphore	igSemaphore
FIELD	igWin32Semaphore	0	_refAndProperties	4	igObject
FIELD	igWin32Semaphore	1	_refCount	4	igObject
FIELD	igWin32Semaphore	2	_externalMemory	4	igObject
FIELD	igWin32Semaphore	3	_readOnly	4	igObject
FIELD	igWin32Semaphore	4	_memPoolIndex	4	igObject
FIELD	igWin32Semaphore	5	_name	8	igSemaphore
FIELD	igWin32Semaphore	6	_initCount	12	igWin32Semaphore
FIELD	igWin32Semaphore	7	_maxCount	16	igWin32Semaphore
FIELD	igWin32Semaphore	8	_sem	20	igWin32Semaphore
FIELD	igWin32Semaphore	9	_curCount	24	igWin32Semaphore
CLASS	26	igThread	igNamedObject
FIELD	igThread	0	_refAndProperties	4	igObject
FIELD	igThread	1	_refCount	4	igObject
FIELD	igThread	2	_externalMemory	4	igObject
FIELD	igThread	3	_readOnly	4	igObject
FIELD	igThread	4	_memPoolIndex	4	igObject
FIELD	igThread	5	_name	8	igThread
FIELD	igThread	6	_priority	12	igThread
FIELD	igThread	7	_arg	16	igThread
FIELD	igThread	8	_stack	20	igThread
FIELD	igThread	9	_stackSize	24	igThread
FIELD	igThread	10	_function	28	igThread
FIELD	igThread	11	_isMaster	32	igThread
FIELD	igThread	12	_userStack	33	igThread
CLASS	27	igWin32Thread	igThread
FIELD	igWin32Thread	0	_refAndProperties	4	igObject
FIELD	igWin32Thread	1	_refCount	4	igObject
FIELD	igWin32Thread	2	_externalMemory	4	igObject
FIELD	igWin32Thread	3	_readOnly	4	igObject
FIELD	igWin32Thread	4	_memPoolIndex	4	igObject
FIELD	igWin32Thread	5	_name	8	igThread
FIELD	igWin32Thread	6	_priority	12	igThread
FIELD	igWin32Thread	7	_arg	16	igThread
FIELD	igWin32Thread	8	_stack	20	igThread
FIELD	igWin32Thread	9	_stackSize	24	igWin32Thread
FIELD	igWin32Thread	10	_function	28	igThread
FIELD	igWin32Thread	11	_isMaster	32	igThread
FIELD	igWin32Thread	12	_userStack	33	igThread
FIELD	igWin32Thread	13	_result	36	igWin32Thread
FIELD	igWin32Thread	14	_isActive	40	igWin32Thread
FIELD	igWin32Thread	15	_threadID	44	igWin32Thread
FIELD	igWin32Thread	16	_threadHandle	48	igWin32Thread
FIELD	igWin32Thread	17	_processorID	52	igWin32Thread
CLASS	28	igSystemMemoryPool	igMemoryPool
FIELD	igSystemMemoryPool	0	_refAndProperties	4	igObject
FIELD	igSystemMemoryPool	1	_refCount	4	igObject
FIELD	igSystemMemoryPool	2	_externalMemory	4	igObject
FIELD	igSystemMemoryPool	3	_readOnly	4	igObject
FIELD	igSystemMemoryPool	4	_memPoolIndex	4	igObject
FIELD	igSystemMemoryPool	5	_active	8	igMemoryPool
FIELD	igSystemMemoryPool	6	_poolIndex	12	igMemoryPool
FIELD	igSystemMemoryPool	7	_address	16	igMemoryPool
FIELD	igSystemMemoryPool	8	_size	20	igMemoryPool
FIELD	igSystemMemoryPool	9	_alignment	24	igMemoryPool
FIELD	igSystemMemoryPool	10	_lock	28	igMemoryPool
FIELD	igSystemMemoryPool	11	_owner	32	igMemoryPool
FIELD	igSystemMemoryPool	12	_alchemyMemory	36	igMemoryPool
FIELD	igSystemMemoryPool	13	_reportOnFailure	37	igMemoryPool
FIELD	igSystemMemoryPool	14	_useSentinels	38	igMemoryPool
FIELD	igSystemMemoryPool	15	_fillMemory	39	igMemoryPool
FIELD	igSystemMemoryPool	16	_checkIntegrity	40	igMemoryPool
FIELD	igSystemMemoryPool	17	_blocksAllocated	44	igMemoryPool
FIELD	igSystemMemoryPool	18	_peakBlocksAllocated	48	igMemoryPool
FIELD	igSystemMemoryPool	19	_userAllocated	52	igMemoryPool
FIELD	igSystemMemoryPool	20	_peakUserAllocated	56	igMemoryPool
FIELD	igSystemMemoryPool	21	_totalAllocated	60	igMemoryPool
FIELD	igSystemMemoryPool	22	_peakTotalAllocated	64	igMemoryPool
FIELD	igSystemMemoryPool	23	_ordinal	68	igMemoryPool
CLASS	29	igWin32SystemMemoryPool	igSystemMemoryPool
FIELD	igWin32SystemMemoryPool	0	_refAndProperties	4	igObject
FIELD	igWin32SystemMemoryPool	1	_refCount	4	igObject
FIELD	igWin32SystemMemoryPool	2	_externalMemory	4	igObject
FIELD	igWin32SystemMemoryPool	3	_readOnly	4	igObject
FIELD	igWin32SystemMemoryPool	4	_memPoolIndex	4	igObject
FIELD	igWin32SystemMemoryPool	5	_active	8	igMemoryPool
